"id","loss"
4,1488.15054225643
6,2013.69390737902
9,9260.3286633614
12,5983.97937250723
15,788.853670679848
17,2470.72117250763
21,2110.9220027762
28,902.105481194448
32,2504.76943153579
43,3103.27196970045
46,3066.68126935542
50,951.576615927966
54,1263.39886416949
62,1890.85435743495
70,2344.57558425929
71,5252.74377836676
75,2035.69080836463
77,2401.02235115219
81,2442.44613855979
83,2330.34533568655
87,1996.15576171864
97,1557.71307879508
103,1194.31037897186
119,1101.06506894187
120,1883.26605837316
127,977.943704158521
138,4613.2090405375
141,3646.72793892952
148,724.312357803708
150,2316.43224276278
151,2156.42444709147
158,1639.56409284414
160,5586.08874041025
165,2806.65960644353
168,3647.75526326453
169,3514.15269072535
177,2824.74382309254
178,3223.71377540824
184,2038.5998461682
194,9791.25037882065
198,1737.3485383397
203,3774.2713518534
211,2355.40829644774
217,1223.59012062279
219,1469.23101935194
221,4905.09036181415
227,1735.35231238714
230,1609.10919846014
235,1999.95937200519
240,699.964474222601
243,3133.87256315825
249,7163.80572990895
253,2791.766199105
258,1465.79763716236
261,1694.37131668451
263,3658.67282313978
264,2561.36925126725
265,4279.24326179
268,1773.56982838879
271,1093.03781249292
274,5384.07515188182
275,664.213083346025
279,1456.63114652831
282,1630.23192237554
286,3271.89325192755
288,1133.76393439336
294,2160.7330106088
296,974.36726442308
297,1343.38003435847
300,794.662371694564
303,8525.5256177317
314,1079.26418558428
315,4527.77633197245
321,2409.39144589663
323,4128.26042127446
330,3919.15906936829
341,1845.5083957234
342,4231.3458734042
352,1640.3054529659
353,3721.18779068359
360,5134.49866131587
361,2383.40357039734
362,3911.69022499837
366,1403.44467418759
372,3477.03059422155
376,2678.05356514153
377,2314.37880361457
379,1560.90258844978
380,3914.97359084322
387,1904.76065184452
392,2010.51997023143
394,10213.1522782617
395,1590.0269289729
397,1416.71739993136
407,5664.0327404264
411,8940.00892783896
416,2600.31749014034
417,1561.77773551162
419,3509.370405838
428,5506.07268559165
431,1911.8008073649
436,8212.00813973253
438,1638.65556654523
445,6875.55961791429
446,7431.39035318655
455,1207.6074014876
456,1357.08338456922
461,886.339034076312
463,1833.30787893603
464,3728.04460892961
466,1699.13772897848
467,1449.23487887084
470,1246.30285396429
475,1480.29222947659
482,3171.54062047895
490,3734.87964392111
496,1848.03129314713
497,4401.77961053317
508,2943.87142854397
510,1851.42771285976
512,1936.01661578072
513,3441.38367376443
523,1754.87235222281
531,4502.262725398
532,2495.18952211108
533,1397.48515571678
537,1176.13101854532
544,4594.09205970919
547,2794.68070497113
556,7925.0758489295
565,1337.63275992572
566,1181.53417089832
571,1396.43734487543
573,1480.70010288986
574,945.840075371234
581,2141.5810400444
585,2020.86755843049
589,1914.91065090665
597,1727.6590951982
601,3691.53007005579
602,1835.98755889597
613,1535.43348492322
616,1499.30633178486
619,2152.73284390747
622,1991.50480376047
623,1966.1175985688
629,1620.62672156474
634,1541.42345211935
638,1020.90361881913
642,1124.20952601997
643,2045.66787685145
645,1015.33796924163
648,6180.89453491413
652,1247.45710032955
664,1111.89423428478
666,2126.39957036498
672,904.771535062144
676,2196.37289245843
678,4036.73091915068
682,1859.52748096439
686,2696.07121475363
688,2135.79663680574
689,1263.28303346319
690,1773.10217130559
692,12090.9129791682
695,1704.41279707668
697,3709.0270178226
698,2088.92369236274
706,2541.50584434647
708,1548.29170999168
712,2775.60116620354
715,4341.30188800133
717,1421.7090291226
725,3188.00147464727
729,1136.98018243188
737,1428.97253145415
739,5899.82195518319
747,3455.23125971448
753,2661.31295433369
758,2115.76897445893
759,2270.17466989093
763,1488.76162726808
773,4305.52719806614
774,2100.03637668672
776,1491.25334088453
788,3081.04022993763
790,2677.51016074627
794,1060.51127294312
801,2898.98169117675
802,1463.55917643094
805,1284.34183703193
809,4965.18381050882
812,1666.63973575145
825,2309.18194084675
828,2329.17644651692
830,1502.48158943041
833,1254.90552627281
850,6157.84257941461
852,5692.2917878424
862,1407.22079663002
863,1390.71396434394
864,1469.39419735928
865,3592.31599907827
868,6869.52293191656
872,1519.92350540168
879,4816.65322908432
880,1489.61381183524
883,1306.20565638584
886,1427.4112265903
923,1775.24847223671
924,1475.2329097658
932,1475.99914690224
945,5978.37928251902
947,6307.27387606596
948,2136.45386808408
955,2903.93893450263
963,4177.0593002735
979,1583.03127094592
989,1492.19957419664
994,2987.15225536194
995,1762.2259431271
998,1412.29611501083
1000,4058.69503854257
1018,1700.47574092589
1019,1851.63803598732
1028,1633.28900175229
1034,1265.04241457651
1038,1551.97364746239
1040,1406.00194431611
1042,1338.36466809814
1057,6808.34909222031
1058,2212.70692251309
1063,1026.20295674989
1066,4461.38649702555
1071,4316.76444438126
1073,4541.76964367231
1074,2891.57246022896
1077,2770.59674266572
1080,8728.49371841034
1088,884.696124006754
1096,794.487847559259
1097,11959.4259604325
1105,5193.0014318558
1115,1919.29092331339
1116,2904.39187001298
1122,2289.59953616388
1130,5103.92500574889
1133,1070.83078676367
1137,1916.2866486677
1140,1977.88405184761
1143,7450.71566845506
1149,5045.04280042298
1150,944.112089696663
1153,777.786727668482
1157,853.849656594543
1180,634.292812203784
1183,882.059425554253
1188,1557.7315180358
1193,1099.16370456128
1200,748.732023455087
1209,3776.14034031586
1214,1929.36376090987
1219,2070.30990510531
1223,5666.44355052039
1227,843.841161713611
1228,1511.47735772928
1229,4777.20509677881
1233,994.269469860116
1238,6235.11845608039
1239,1930.32247628673
1241,3245.46616699173
1243,1766.71101191786
1244,1202.51083576593
1245,3666.91727278924
1277,4273.27534951435
1279,3455.80647849896
1292,11158.8595544099
1293,1426.20032547339
1299,8765.37950655775
1304,2959.12432437823
1313,3875.2831308921
1328,2314.51668655802
1330,1042.9041710562
1334,1578.99901373055
1335,1325.49221813525
1336,5793.2039062564
1341,1093.10008740858
1344,1099.21945981526
1351,899.866395325501
1352,2728.24254253089
1354,1489.79832048734
1368,4415.01707378095
1373,1389.79718819302
1375,690.713816180128
1381,1584.84825655591
1384,4513.99964150132
1385,4440.69898597958
1388,5537.04372161213
1401,5412.36045961212
1402,2502.87547486439
1404,1424.50611264802
1406,1483.93694654885
1409,1129.61548838233
1422,1388.5915492506
1429,2928.44453506941
1433,5558.95412570217
1438,1093.42137496307
1444,1217.56344602556
1446,1120.28846523003
1450,1098.83603592891
1451,775.862099805636
1454,1820.06728036981
1458,2167.9213013643
1461,3566.85754833109
1464,5818.78405358696
1465,1016.92804770718
1478,2127.49916008381
